Zipcode,City,State,Lat,Long,Population
26554,FAIRMONT,WV,39.48,-80.14,41369
48307,ROCHESTER,MI,42.68,-83.12,41369
11003,ELMONT,NY,40.7,-73.7,41356
40324,GEORGETOWN,KY,38.2,-84.55,41342
33179,MIAMI,FL,25.77,-80.2,41332
33020,HOLLYWOOD,FL,26.02,-80.16,41329
95831,SACRAMENTO,CA,38.49,-121.53,41321
60564,NAPERVILLE,IL,41.76,-88.15,41312
49221,ADRIAN,MI,41.89,-84.04,41310
92040,LAKESIDE,CA,32.9,-116.89,41281
19139,PHILADELPHIA,PA,39.95,-75.16,41271
85711,TUCSON,AZ,32.21,-110.88,41251
94521,CONCORD,CA,37.97,-121.96,41249
44203,BARBERTON,OH,41.01,-81.6,41248
20170,HERNDON,VA,38.96,-77.38,41236
98226,BELLINGHAM,WA,48.79,-122.41,41235
7304,JERSEY CITY,NJ,40.71,-74.06,41233
80016,AURORA,CO,39.69,-104.81,41219
49442,MUSKEGON,MI,43.22,-86.25,41214
94121,SAN FRANCISCO,CA,37.77,-122.49,41203
95380,TURLOCK,CA,37.47,-120.85,41201
95678,ROSEVILLE,CA,38.76,-121.28,41192
2895,WOONSOCKET,RI,41.99,-71.5,41186
54115,DE PERE,WI,44.43,-88.07,41178
70506,LAFAYETTE,LA,30.21,-92.02,41163
94901,SAN RAFAEL,CA,37.97,-122.5,41157
8902,NORTH BRUNSWICK,NJ,40.45,-74.48,41153
30458,STATESBORO,GA,32.44,-81.77,41139
37087,LEBANON,TN,36.2,-86.32,41132
94066,SAN BRUNO,CA,37.62,-122.43,41130
1085,WESTFIELD,MA,42.13,-72.75,41117
85338,GOODYEAR,AZ,33.37,-112.38,41115
1970,SALEM,MA,42.51,-70.9,41109
14450,FAIRPORT,NY,43.1,-77.44,41104
93706,FRESNO,CA,36.64,-119.91,41087
92236,COACHELLA,CA,33.7,-116.17,41083
48038,CLINTON TOWNSHIP,MI,42.58,-82.91,41057
11367,FLUSHING,NY,40.77,-73.84,41047
75050,GRAND PRAIRIE,TX,32.69,-97.01,41041
44870,SANDUSKY,OH,41.45,-82.71,41030
30736,RINGGOLD,GA,34.91,-85.1,41029
48188,CANTON,MI,42.3,-83.48,41025
47401,BLOOMINGTON,IN,39.16,-86.52,41011
19082,UPPER DARBY,PA,39.96,-75.27,40997
98801,WENATCHEE,WA,47.37,-120.35,40977
91913,CHULA VISTA,CA,32.64,-116.98,40971
85042,PHOENIX,AZ,33.37,-112.03,40962
60652,CHICAGO,IL,41.83,-87.68,40959
18974,WARMINSTER,PA,40.21,-75.07,40953
90059,LOS ANGELES,CA,33.92,-118.24,40952
19805,WILMINGTON,DE,39.73,-75.53,40937
72712,BENTONVILLE,AR,36.36,-94.2,40933
10475,BRONX,NY,40.84,-73.87,40931
90007,LOS ANGELES,CA,34.02,-118.28,40920
60636,CHICAGO,IL,41.83,-87.68,40916
99504,ANCHORAGE,AK,61.17,-149.63,40914
65803,SPRINGFIELD,MO,37.19,-93.28,40902
45231,CINCINNATI,OH,39.09,-84.51,40893
97080,GRESHAM,OR,45.47,-122.37,40888
94566,PLEASANTON,CA,37.65,-121.85,40884
1453,LEOMINSTER,MA,42.51,-71.77,40883
96786,WAHIAWA,HI,21.5,-158.02,40859
7202,ELIZABETH,NJ,40.66,-74.19,40849
48060,PORT HURON,MI,42.97,-82.42,40831
77060,HOUSTON,TX,29.76,-95.38,40830
93311,BAKERSFIELD,CA,35.18,-119.21,40829
34741,KISSIMMEE,FL,28.3,-81.41,40828
10801,NEW ROCHELLE,NY,40.92,-73.77,40827
98223,ARLINGTON,WA,48.18,-121.67,40815
75044,GARLAND,TX,32.91,-96.62,40811
94134,SAN FRANCISCO,CA,37.72,-122.41,40798
11040,NEW HYDE PARK,NY,40.73,-73.68,40782
86001,FLAGSTAFF,AZ,35.23,-111.72,40776
29073,LEXINGTON,SC,33.98,-81.22,40775
56560,MOORHEAD,MN,46.86,-96.75,40766
27513,CARY,NC,35.78,-78.79,40755
33461,LAKE WORTH,FL,26.61,-80.05,40748
92009,CARLSBAD,CA,33.09,-117.27,40747
40216,LOUISVILLE,KY,38.22,-85.74,40746
94010,BURLINGAME,CA,37.56,-122.37,40737
84081,WEST JORDAN,UT,40.59,-112.03,40732
14701,JAMESTOWN,NY,42.09,-79.23,40730
93726,FRESNO,CA,36.79,-119.76,40705
27909,ELIZABETH CITY,NC,36.29,-76.22,40699
20120,CENTREVILLE,VA,38.84,-77.44,40695
7032,KEARNY,NJ,40.75,-74.11,40684
33014,HIALEAH,FL,25.86,-80.29,40654
78748,AUSTIN,TX,30.26,-97.74,40651
19136,PHILADELPHIA,PA,39.95,-75.16,40647
44109,CLEVELAND,OH,41.47,-81.67,40646
79925,EL PASO,TX,31.84,-106.43,40641
53218,MILWAUKEE,WI,43.06,-87.96,40625
60615,CHICAGO,IL,41.83,-87.68,40603
91016,MONROVIA,CA,34.15,-117.99,40598
48706,BAY CITY,MI,43.59,-83.88,40596
95991,YUBA CITY,CA,39.05,-121.61,40593
78258,SAN ANTONIO,TX,29.45,-98.5,40586
97702,BEND,OR,43.98,-121.27,40583
32746,LAKE MARY,FL,28.75,-81.33,40571
23803,PETERSBURG,VA,37.2,-77.39,40542
45324,FAIRBORN,OH,39.8,-84.01,40529
94025,MENLO PARK,CA,37.45,-122.17,40526
60565,NAPERVILLE,IL,41.76,-88.15,40524
97401,EUGENE,OR,44.06,-123.08,40521
80239,DENVER,CO,39.76,-104.87,40512
2128,BOSTON,MA,42.35,-71.06,40508
40356,NICHOLASVILLE,KY,37.87,-84.58,40503
96782,PEARL CITY,HI,21.4,-157.96,40496
85086,PHOENIX,AZ,33.83,-112.11,40495
77705,BEAUMONT,TX,30.08,-94.14,40475
78582,RIO GRANDE CITY,TX,26.37,-98.82,40455
85382,PEORIA,AZ,33.65,-112.24,40454
30019,DACULA,GA,33.98,-83.88,40447
44118,CLEVELAND,OH,41.47,-81.67,40438
87109,ALBUQUERQUE,NM,35.11,-106.62,40432
55379,SHAKOPEE,MN,44.77,-93.47,40416
98034,KIRKLAND,WA,47.72,-122.2,40407
34997,STUART,FL,27.19,-80.24,40405
38116,MEMPHIS,TN,35.1,-90,40404
78213,SAN ANTONIO,TX,29.45,-98.5,40396
30152,KENNESAW,GA,34.02,-84.61,40393
77388,SPRING,TX,30.06,-95.38,40384
92054,OCEANSIDE,CA,33.35,-117.43,40375
85051,PHOENIX,AZ,33.55,-112.13,40375
16001,BUTLER,PA,40.86,-79.89,40371
11205,BROOKLYN,NY,40.64,-73.94,40366
20852,ROCKVILLE,MD,39.08,-77.15,40365
29210,COLUMBIA,SC,34,-81.03,40356
1420,FITCHBURG,MA,42.58,-71.81,40337
63304,SAINT CHARLES,MO,38.79,-90.51,40336
90605,WHITTIER,CA,33.94,-118.03,40331
91387,CANYON COUNTRY,CA,34.4,-118.4,40328
90804,LONG BEACH,CA,33.78,-118.14,40311
31313,HINESVILLE,GA,31.83,-81.59,40302
95132,SAN JOSE,CA,37.42,-121.77,40299
89032,NORTH LAS VEGAS,NV,36.22,-115.16,40297
18702,WILKES BARRE,PA,41.24,-75.87,40295
94531,ANTIOCH,CA,37.96,-121.76,40290
96701,AIEA,HI,21.38,-157.92,40281
92374,REDLANDS,CA,34.06,-117.17,40267
78216,SAN ANTONIO,TX,29.45,-98.5,40267
46514,ELKHART,IN,41.68,-85.96,40263
30606,ATHENS,GA,33.95,-83.39,40225
95757,ELK GROVE,CA,38.35,-121.42,40222
11704,WEST BABYLON,NY,40.71,-73.35,40222
54220,MANITOWOC,WI,44.09,-87.67,40220
95628,FAIR OAKS,CA,38.65,-121.25,40196
64118,KANSAS CITY,MO,39.09,-94.58,40191
97305,SALEM,OR,45.01,-122.91,40176
19460,PHOENIXVILLE,PA,40.13,-75.51,40154
15108,CORAOPOLIS,PA,40.51,-80.16,40153
70003,METAIRIE,LA,29.99,-90.17,40150
52402,CEDAR RAPIDS,IA,41.97,-91.66,40149
27530,GOLDSBORO,NC,35.37,-77.97,40117
11580,VALLEY STREAM,NY,40.66,-73.7,40113
48911,LANSING,MI,42.7,-84.55,40111
44105,CLEVELAND,OH,41.47,-81.67,40089
90278,REDONDO BEACH,CA,33.87,-118.37,40071
79915,EL PASO,TX,31.84,-106.43,40057
20747,DISTRICT HEIGHTS,MD,38.85,-76.88,40054
30701,CALHOUN,GA,34.49,-84.94,40053
33160,NORTH MIAMI BEACH,FL,25.77,-80.2,40053
37343,HIXSON,TN,35.16,-85.2,40042
37660,KINGSPORT,TN,36.52,-82.55,40038
29150,SUMTER,SC,33.94,-80.39,40031
76542,KILLEEN,TX,31.09,-97.71,40025
14215,BUFFALO,NY,42.88,-78.85,39999
49504,GRAND RAPIDS,MI,42.96,-85.65,39994
48170,PLYMOUTH,MI,42.37,-83.46,39963
30605,ATHENS,GA,33.95,-83.39,39952
37043,CLARKSVILLE,TN,36.56,-87.34,39945
8094,WILLIAMSTOWN,NJ,39.68,-74.98,39940
60062,NORTHBROOK,IL,42.12,-87.83,39936
60107,STREAMWOOD,IL,42.02,-88.17,39927
89104,LAS VEGAS,NV,36.15,-115.11,39909
6106,HARTFORD,CT,41.76,-72.68,39902
8857,OLD BRIDGE,NJ,40.39,-74.33,39898
14224,BUFFALO,NY,42.88,-78.85,39889
70058,HARVEY,LA,29.88,-90.06,39887
1040,HOLYOKE,MA,42.21,-72.64,39880
35401,TUSCALOOSA,AL,33.23,-87.54,39878
73034,EDMOND,OK,35.67,-97.41,39872
30294,ELLENWOOD,GA,33.63,-84.26,39865
85205,MESA,AZ,33.43,-111.71,39858
57106,SIOUX FALLS,SD,43.54,-96.73,39852
29203,COLUMBIA,SC,34,-81.03,39843
92308,APPLE VALLEY,CA,34.42,-117.14,39837
62704,SPRINGFIELD,IL,39.78,-89.64,39831
95621,CITRUS HEIGHTS,CA,38.69,-121.31,39819
98092,AUBURN,WA,47.28,-122.1,39816
30519,BUFORD,GA,34.11,-83.99,39812
60446,ROMEOVILLE,IL,41.64,-88.08,39807
27292,LEXINGTON,NC,35.8,-80.25,39787
72701,FAYETTEVILLE,AR,36.07,-94.15,39782
44111,CLEVELAND,OH,41.47,-81.67,39778
7666,TEANECK,NJ,40.88,-74.01,39776
84020,DRAPER,UT,40.49,-111.84,39765
95404,SANTA ROSA,CA,38.45,-122.68,39761
97230,PORTLAND,OR,45.54,-122.5,39752
90815,LONG BEACH,CA,33.79,-118.12,39733
85379,SURPRISE,AZ,33.6,-112.37,39732
80010,AURORA,CO,39.69,-104.81,39728
27893,WILSON,NC,35.73,-77.92,39723
98837,MOSES LAKE,WA,47.19,-119.3,39722
89148,LAS VEGAS,NV,36.06,-115.31,39712
7011,CLIFTON,NJ,40.86,-74.15,39710
10301,STATEN ISLAND,NY,40.58,-74.14,39706
80126,LITTLETON,CO,39.59,-105.01,39698
11370,EAST ELMHURST,NY,40.76,-73.88,39688
46383,VALPARAISO,IN,41.47,-87.05,39687
28306,FAYETTEVILLE,NC,35.05,-78.87,39683
23602,NEWPORT NEWS,VA,37.07,-76.51,39676
10455,BRONX,NY,40.84,-73.87,39665
83605,CALDWELL,ID,43.66,-116.63,39649
94403,SAN MATEO,CA,37.54,-122.3,39642
30815,HEPHZIBAH,GA,33.28,-82.1,39640
32835,ORLANDO,FL,28.5,-81.37,39633
83704,BOISE,ID,43.63,-116.28,39628
46237,INDIANAPOLIS,IN,39.77,-86.14,39624
8820,EDISON,NJ,40.52,-74.36,39590
28105,MATTHEWS,NC,35.12,-80.71,39586
27105,WINSTON SALEM,NC,36.1,-80.24,39568
59101,BILLINGS,MT,45.65,-108.38,39562
29687,TAYLORS,SC,34.91,-82.31,39561
6484,SHELTON,CT,41.3,-73.13,39559
76210,DENTON,TX,33.14,-97.06,39556
8401,ATLANTIC CITY,NJ,39.36,-74.42,39554
11801,HICKSVILLE,NY,40.76,-73.52,39553
80501,LONGMONT,CO,40.17,-105.11,39521
85323,AVONDALE,AZ,33.44,-112.31,39507
13021,AUBURN,NY,42.93,-76.56,39506
1915,BEVERLY,MA,42.55,-70.84,39502
91367,WOODLAND HILLS,CA,34.17,-118.61,39499
33178,MIAMI,FL,25.85,-80.41,39489
95209,STOCKTON,CA,38.04,-121.35,39488
90045,LOS ANGELES,CA,33.95,-118.4,39480
92545,HEMET,CA,33.73,-117.05,39457
34221,PALMETTO,FL,27.52,-82.57,39457
78537,DONNA,TX,26.16,-98.05,39454
43615,TOLEDO,OH,41.66,-83.58,39441
65201,COLUMBIA,MO,38.95,-92.32,39417
48047,NEW BALTIMORE,MI,42.68,-82.73,39415
90604,WHITTIER,CA,33.93,-118,39407
98204,EVERETT,WA,47.89,-122.25,39380
80401,GOLDEN,CO,39.73,-105.21,39378
47909,LAFAYETTE,IN,40.41,-86.87,39373
97233,PORTLAND,OR,45.51,-122.49,39367
33169,MIAMI,FL,25.77,-80.2,39353
95407,SANTA ROSA,CA,38.39,-122.75,39352
27320,REIDSVILLE,NC,36.34,-79.67,39351
77375,TOMBALL,TX,30.09,-95.61,39351
90802,LONG BEACH,CA,33.75,-118.2,39347
33009,HALLANDALE,FL,25.98,-80.14,39341
93534,LANCASTER,CA,34.72,-118.15,39341
92127,SAN DIEGO,CA,33.02,-117.12,39337
90031,LOS ANGELES,CA,34.08,-118.2,39316
75051,GRAND PRAIRIE,TX,32.69,-97.01,39285
91401,VAN NUYS,CA,34.17,-118.43,39285
78415,CORPUS CHRISTI,TX,27.8,-97.39,39271
33610,TAMPA,FL,27.95,-82.48,39222
77057,HOUSTON,TX,29.76,-95.38,39208
21220,MIDDLE RIVER,MD,39.33,-76.43,39199
78209,SAN ANTONIO,TX,29.45,-98.5,39197
19701,BEAR,DE,39.58,-75.68,39194
60193,SCHAUMBURG,IL,42.03,-88.08,39188
27519,CARY,NC,35.78,-78.79,39178
23225,RICHMOND,VA,37.55,-77.46,39169
94117,SAN FRANCISCO,CA,37.76,-122.44,39169
7712,ASBURY PARK,NJ,40.22,-74.01,39158
11357,WHITESTONE,NY,40.79,-73.81,39150
49508,GRAND RAPIDS,MI,42.96,-85.65,39148
84770,SAINT GEORGE,UT,37.18,-113.6,39131
38115,MEMPHIS,TN,35.1,-90,39129
11421,WOODHAVEN,NY,40.69,-73.85,39127
60101,ADDISON,IL,41.93,-88,39119
61201,ROCK ISLAND,IL,41.47,-90.58,39116
60025,GLENVIEW,IL,42.07,-87.81,39105
37620,BRISTOL,TN,36.56,-82.19,39102
29621,ANDERSON,SC,34.51,-82.64,39101
78230,SAN ANTONIO,TX,29.45,-98.5,39089
37920,KNOXVILLE,TN,35.97,-83.94,39087
70056,GRETNA,LA,29.91,-90.05,39082
32935,MELBOURNE,FL,28.08,-80.6,39082
92555,MORENO VALLEY,CA,33.9,-117.1,39076
92231,CALEXICO,CA,32.69,-115.51,39073
79762,ODESSA,TX,31.85,-102.36,39056
17403,YORK,PA,39.96,-76.73,39042
48212,HAMTRAMCK,MI,42.39,-83.05,39038
29526,CONWAY,SC,33.83,-79.04,39033
93292,VISALIA,CA,36.37,-119.18,39032
79424,LUBBOCK,TX,33.57,-101.87,39023
79927,EL PASO,TX,31.84,-106.43,39016
94605,OAKLAND,CA,37.75,-122.13,39016
44720,NORTH CANTON,OH,40.81,-81.37,39010
95210,STOCKTON,CA,38.02,-121.3,39009
55113,SAINT PAUL,MN,44.94,-93.1,38994
76112,FORT WORTH,TX,32.75,-97.33,38993
89015,HENDERSON,NV,36.01,-114.95,38993
8012,BLACKWOOD,NJ,39.79,-75.06,38992
70570,OPELOUSAS,LA,30.52,-92.08,38987
60074,PALATINE,IL,42.11,-88.04,38985
10583,SCARSDALE,NY,40.98,-73.77,38982
6513,NEW HAVEN,CT,41.31,-72.92,38978
91701,RANCHO CUCAMONGA,CA,34.14,-117.61,38976
90020,LOS ANGELES,CA,34.06,-118.31,38967
37128,MURFREESBORO,TN,35.85,-86.39,38966
55119,SAINT PAUL,MN,44.94,-93.1,38966
68516,LINCOLN,NE,40.81,-96.68,38956
46203,INDIANAPOLIS,IN,39.77,-86.14,38950
41017,FT MITCHELL,KY,39.02,-84.56,38940
32224,JACKSONVILLE,FL,30.33,-81.65,38934
85286,CHANDLER,AZ,33.27,-111.82,38930
38002,ARLINGTON,TN,35.28,-89.66,38927
32073,ORANGE PARK,FL,30.16,-81.7,38920
10952,MONSEY,NY,41.11,-74.06,38917
11413,SPRINGFIELD GARDENS,NY,40.66,-73.75,38912
47905,LAFAYETTE,IN,40.41,-86.87,38910
42303,OWENSBORO,KY,37.75,-87.11,38909
10034,NEW YORK,NY,40.71,-73.99,38908
1801,WOBURN,MA,42.48,-71.15,38903
27526,FUQUAY VARINA,NC,35.54,-78.83,38894
78759,AUSTIN,TX,30.26,-97.74,38891
11106,ASTORIA,NY,40.78,-73.91,38875
85017,PHOENIX,AZ,33.5,-112.12,38872
46385,VALPARAISO,IN,41.47,-87.05,38866
21702,FREDERICK,MD,39.42,-77.41,38847
19426,COLLEGEVILLE,PA,40.18,-75.45,38831
80537,LOVELAND,CO,40.41,-105.07,38821
43065,POWELL,OH,40.16,-83.06,38821
96707,KAPOLEI,HI,21.34,-158.08,38817
27215,BURLINGTON,NC,36.08,-79.44,38807
77539,DICKINSON,TX,29.45,-95.06,38806
54701,EAU CLAIRE,WI,44.82,-91.49,38803
44134,CLEVELAND,OH,41.47,-81.67,38800
95762,EL DORADO HILLS,CA,38.68,-121.05,38797
20748,TEMPLE HILLS,MD,38.8,-76.94,38792
15068,NEW KENSINGTON,PA,40.56,-79.75,38785
11103,ASTORIA,NY,40.78,-73.91,38780
10705,YONKERS,NY,40.94,-73.86,38777
93635,LOS BANOS,CA,36.9,-121.02,38776
26505,MORGANTOWN,WV,39.63,-79.94,38772
97202,PORTLAND,OR,45.47,-122.64,38762
44224,STOW,OH,41.17,-81.43,38742
28358,LUMBERTON,NC,34.63,-79.01,38738
23188,WILLIAMSBURG,VA,37.27,-76.7,38733
48221,DETROIT,MI,42.38,-83.1,38727
60462,ORLAND PARK,IL,41.61,-87.85,38723
95129,SAN JOSE,CA,37.3,-122,38720
97219,PORTLAND,OR,45.45,-122.69,38709
43224,COLUMBUS,OH,39.98,-82.98,38699
20706,LANHAM,MD,38.96,-76.85,38692
46368,PORTAGE,IN,41.58,-87.18,38691
74055,OWASSO,OK,36.28,-95.83,38680
75019,COPPELL,TX,32.96,-96.99,38666
97303,SALEM,OR,45.01,-123.01,38663
87108,ALBUQUERQUE,NM,35.11,-106.62,38647
70737,GONZALES,LA,30.21,-90.92,38643
48154,LIVONIA,MI,42.39,-83.37,38642
20743,CAPITOL HEIGHTS,MD,38.87,-76.9,38621
90029,LOS ANGELES,CA,34.09,-118.29,38617
11369,EAST ELMHURST,NY,40.76,-73.88,38615
33139,MIAMI BEACH,FL,25.77,-80.2,38613
87110,ALBUQUERQUE,NM,35.11,-106.62,38587
60067,PALATINE,IL,42.11,-88.04,38585
28092,LINCOLNTON,NC,35.47,-81.24,38570
80920,COLORADO SPRINGS,CO,38.86,-104.76,38569
30228,HAMPTON,GA,33.38,-84.28,38569
94804,RICHMOND,CA,37.92,-122.34,38559
94578,SAN LEANDRO,CA,37.7,-122.12,38558
60110,CARPENTERSVILLE,IL,42.12,-88.27,38557
20001,WASHINGTON,DC,38.89,-77.03,38551
28806,ASHEVILLE,NC,35.57,-82.54,38550
33428,BOCA RATON,FL,26.37,-80.1,38548
13501,UTICA,NY,43.1,-75.23,38546
46140,GREENFIELD,IN,39.79,-85.77,38543
94582,SAN RAMON,CA,37.76,-121.93,38537
1752,MARLBOROUGH,MA,42.34,-71.54,38499
63122,SAINT LOUIS,MO,38.63,-90.24,38495
43235,COLUMBUS,OH,39.98,-82.98,38493
21804,SALISBURY,MD,38.37,-75.58,38491
92620,IRVINE,CA,33.7,-117.76,38486
32256,JACKSONVILLE,FL,30.33,-81.65,38483
34983,PORT SAINT LUCIE,FL,27.27,-80.35,38480
91776,SAN GABRIEL,CA,34.08,-118.09,38475
21236,NOTTINGHAM,MD,39.38,-76.48,38474
34655,NEW PORT RICHEY,FL,28.24,-82.71,38464
28212,CHARLOTTE,NC,35.19,-80.83,38457
71111,BOSSIER CITY,LA,32.51,-93.66,38456
72756,ROGERS,AR,36.33,-94.13,38455
19808,WILMINGTON,DE,39.73,-75.53,38442
43147,PICKERINGTON,OH,39.89,-82.76,38440
32404,PANAMA CITY,FL,30.17,-85.67,38425
30319,ATLANTA,GA,33.87,-84.33,38423
11779,RONKONKOMA,NY,40.8,-73.12,38421
48601,SAGINAW,MI,43.41,-83.94,38406
89506,RENO,NV,39.76,-119.86,38379
27030,MOUNT AIRY,NC,36.5,-80.61,38374
40299,LOUISVILLE,KY,38.22,-85.74,38371
8844,HILLSBOROUGH,NJ,40.47,-74.62,38367
10573,PORT CHESTER,NY,41,-73.66,38352
46410,MERRILLVILLE,IN,41.47,-87.32,38340
85295,GILBERT,AZ,33.3,-111.74,38332
85730,TUCSON,AZ,32.17,-110.79,38323
94118,SAN FRANCISCO,CA,37.78,-122.46,38319
48104,ANN ARBOR,MI,42.27,-83.73,38315
7731,HOWELL,NJ,40.14,-74.19,38304
21045,COLUMBIA,MD,39.2,-76.85,38288
34952,PORT SAINT LUCIE,FL,27.27,-80.35,38285
44124,CLEVELAND,OH,41.47,-81.67,38282
49203,JACKSON,MI,42.24,-84.4,38280
92591,TEMECULA,CA,33.53,-117.1,38272
33908,FORT MYERS,FL,26.63,-81.85,38251
34748,LEESBURG,FL,28.8,-81.88,38246
90808,LONG BEACH,CA,33.82,-118.11,38232
22903,CHARLOTTESVILLE,VA,38.03,-78.48,38229
8618,TRENTON,NJ,40.22,-74.76,38229
76108,FORT WORTH,TX,32.75,-97.33,38227
6460,MILFORD,CT,41.22,-73.06,38207
44120,CLEVELAND,OH,41.47,-81.67,38196
42420,HENDERSON,KY,37.83,-87.58,38192
48198,YPSILANTI,MI,42.24,-83.62,38186
30809,EVANS,GA,33.51,-82.14,38168
84065,RIVERTON,UT,40.47,-112,38168
60477,TINLEY PARK,IL,41.57,-87.8,38161
93552,PALMDALE,CA,34.5,-118.01,38158
13601,WATERTOWN,NY,43.97,-75.91,38158
98501,OLYMPIA,WA,46.97,-122.87,38133
11554,EAST MEADOW,NY,40.71,-73.55,38132
60624,CHICAGO,IL,41.83,-87.68,38105
60659,CHICAGO,IL,41.83,-87.68,38104
60133,HANOVER PARK,IL,41.97,-88.14,38103
48146,LINCOLN PARK,MI,42.24,-83.18,38098
46254,INDIANAPOLIS,IN,39.77,-86.14,38095
77009,HOUSTON,TX,29.76,-95.38,38094
65109,JEFFERSON CITY,MO,38.57,-92.19,38090
30120,CARTERSVILLE,GA,34.16,-84.8,38085
21042,ELLICOTT CITY,MD,39.27,-76.83,38076
91942,LA MESA,CA,32.78,-117.01,38069
95205,STOCKTON,CA,37.96,-121.26,38069
40219,LOUISVILLE,KY,38.22,-85.74,38032
78589,SAN JUAN,TX,26.19,-98.15,38004
18966,SOUTHAMPTON,PA,40.18,-75,37999
70001,METAIRIE,LA,29.99,-90.17,37996
77502,PASADENA,TX,29.66,-95.15,37995
84660,SPANISH FORK,UT,40.02,-111.55,37995
85044,PHOENIX,AZ,33.34,-112.06,37993
28376,RAEFORD,NC,34.97,-79.22,37991
22801,HARRISONBURG,VA,38.43,-78.87,37989
70810,BATON ROUGE,LA,30.44,-91.12,37980
72076,JACKSONVILLE,AR,34.86,-92.12,37979
8807,BRIDGEWATER,NJ,40.59,-74.62,37972
83401,IDAHO FALLS,ID,43.5,-111.89,37966
75165,WAXAHACHIE,TX,32.4,-96.85,37966
49684,TRAVERSE CITY,MI,44.75,-85.6,37963
60031,GURNEE,IL,42.37,-87.93,37947
27330,SANFORD,NC,35.47,-79.18,37947
95695,WOODLAND,CA,38.71,-121.85,37946
21784,SYKESVILLE,MD,39.37,-76.97,37941
44240,KENT,OH,41.14,-81.36,37927
60504,AURORA,IL,41.76,-88.29,37919
84123,SALT LAKE CITY,UT,40.65,-111.92,37900
75042,GARLAND,TX,32.91,-96.62,37881
55407,MINNEAPOLIS,MN,44.96,-93.26,37881
33322,FORT LAUDERDALE,FL,26.14,-80.13,37858
99507,ANCHORAGE,AK,61.14,-149.76,37850
92337,FONTANA,CA,34.05,-117.46,37849
30680,WINDER,GA,33.99,-83.72,37837
98277,OAK HARBOR,WA,48.32,-122.63,37823
32137,PALM COAST,FL,29.57,-81.21,37821
91205,GLENDALE,CA,34.13,-118.24,37810
60137,GLEN ELLYN,IL,41.86,-88.06,37805
33880,WINTER HAVEN,FL,28.04,-81.72,37798
52404,CEDAR RAPIDS,IA,41.97,-91.66,37796
80221,DENVER,CO,39.76,-104.87,37779
24153,SALEM,VA,37.28,-80.05,37761
55110,SAINT PAUL,MN,44.94,-93.1,37759
20164,STERLING,VA,39,-77.4,37747
93637,MADERA,CA,36.91,-120.19,37743
85021,PHOENIX,AZ,33.55,-112.09,37743
60610,CHICAGO,IL,41.83,-87.68,37726
95926,CHICO,CA,39.74,-121.83,37725
46038,FISHERS,IN,39.95,-86.02,37723
80906,COLORADO SPRINGS,CO,38.86,-104.76,37719
87144,RIO RANCHO,NM,35.32,-106.71,37719
54901,OSHKOSH,WI,44.01,-88.55,37710
53221,MILWAUKEE,WI,43.06,-87.96,37701
22033,FAIRFAX,VA,38.85,-77.29,37691
90005,LOS ANGELES,CA,34.05,-118.31,37681
33172,MIAMI,FL,25.79,-80.36,37664
35405,TUSCALOOSA,AL,33.23,-87.54,37661
7107,NEWARK,NJ,40.72,-74.17,37650
85015,PHOENIX,AZ,33.5,-112.1,37644
46901,KOKOMO,IN,40.47,-86.13,37633
60090,WHEELING,IL,42.13,-87.92,37633
92307,APPLE VALLEY,CA,34.57,-117.15,37630
43017,DUBLIN,OH,40.11,-83.13,37626
78028,KERRVILLE,TX,30.04,-99.13,37620
93305,BAKERSFIELD,CA,35.39,-118.98,37601
85233,GILBERT,AZ,33.34,-111.81,37564
7753,NEPTUNE,NJ,40.21,-74.08,37554
18017,BETHLEHEM,PA,40.62,-75.36,37549
28262,CHARLOTTE,NC,35.19,-80.83,37547
2920,CRANSTON,RI,41.76,-71.48,37547
11358,FLUSHING,NY,40.77,-73.84,37546
6360,NORWICH,CT,41.55,-72.08,37541
64804,JOPLIN,MO,37.08,-94.5,37521
77339,KINGWOOD,TX,29.99,-95.26,37512
45036,LEBANON,OH,39.42,-84.21,37504
34761,OCOEE,FL,28.57,-81.53,37500
39402,HATTIESBURG,MS,31.31,-89.3,37492
88001,LAS CRUCES,NM,32.33,-106.75,37484
60068,PARK RIDGE,IL,42.01,-87.84,37475
30102,ACWORTH,GA,34.05,-84.67,37470
95121,SAN JOSE,CA,37.3,-121.8,37469
2908,PROVIDENCE,RI,41.82,-71.41,37467
95120,SAN JOSE,CA,37.19,-121.83,37457
33624,TAMPA,FL,27.95,-82.48,37457
33134,MIAMI,FL,25.77,-80.2,37456
20910,SILVER SPRING,MD,39.01,-77.02,37445
84067,ROY,UT,41.17,-112.04,37444
8080,SEWELL,NJ,39.75,-75.09,37433
93245,LEMOORE,CA,36.29,-119.82,37412
32824,ORLANDO,FL,28.5,-81.37,37401
32514,PENSACOLA,FL,30.44,-87.18,37399
40272,LOUISVILLE,KY,38.22,-85.74,37394
77075,HOUSTON,TX,29.76,-95.38,37388
85209,MESA,AZ,33.37,-111.64,37377
85226,CHANDLER,AZ,33.27,-111.94,37376
94954,PETALUMA,CA,38.23,-122.56,37365
98374,PUYALLUP,WA,47.12,-122.25,37360
86004,FLAGSTAFF,AZ,35.29,-111.32,37338
10454,BRONX,NY,40.84,-73.87,37337
37115,MADISON,TN,36.25,-86.69,37316
34135,BONITA SPRINGS,FL,26.34,-81.78,37315
28213,CHARLOTTE,NC,35.19,-80.83,37309
