Zipcode,City,State,Lat,Long,Population
92612,IRVINE,CA,33.63,-117.81,27522
18201,HAZLETON,PA,40.95,-75.97,27516
52806,DAVENPORT,IA,41.55,-90.6,27503
60515,DOWNERS GROVE,IL,41.79,-88.01,27503
91755,MONTEREY PARK,CA,34.05,-118.11,27496
77833,BRENHAM,TX,30.15,-96.39,27492
55068,ROSEMOUNT,MN,44.74,-93.07,27490
33404,WEST PALM BEACH,FL,26.74,-80.12,27489
60527,WILLOWBROOK,IL,41.8,-87.92,27486
49464,ZEELAND,MI,42.81,-86.01,27481
91103,PASADENA,CA,34.17,-118.17,27480
97420,COOS BAY,OR,43.37,-124.14,27473
27889,WASHINGTON,NC,35.55,-77.05,27468
37923,KNOXVILLE,TN,35.97,-83.94,27457
34491,SUMMERFIELD,FL,29,-82.03,27454
6114,HARTFORD,CT,41.76,-72.68,27449
39301,MERIDIAN,MS,32.38,-88.71,27449
2907,PROVIDENCE,RI,41.82,-71.41,27445
97062,TUALATIN,OR,45.36,-122.75,27434
53403,RACINE,WI,42.72,-87.8,27432
55411,MINNEAPOLIS,MN,44.96,-93.26,27428
90041,LOS ANGELES,CA,34.13,-118.2,27425
49519,WYOMING,MI,42.89,-85.72,27424
49418,GRANDVILLE,MI,42.9,-85.75,27417
33328,FORT LAUDERDALE,FL,26.14,-80.13,27415
38024,DYERSBURG,TN,36.03,-89.38,27406
92081,VISTA,CA,33.18,-117.24,27404
82601,CASPER,WY,42.83,-106.32,27400
80919,COLORADO SPRINGS,CO,38.86,-104.76,27398
68164,OMAHA,NE,41.26,-96.01,27387
49525,GRAND RAPIDS,MI,42.96,-85.65,27383
52804,DAVENPORT,IA,41.55,-90.6,27379
37311,CLEVELAND,TN,35.17,-84.86,27373
90270,MAYWOOD,CA,33.98,-118.18,27372
59718,BOZEMAN,MT,45.65,-111.17,27367
85718,TUCSON,AZ,32.31,-110.92,27367
43223,COLUMBUS,OH,39.98,-82.98,27366
97306,SALEM,OR,44.84,-123.08,27360
10308,STATEN ISLAND,NY,40.58,-74.14,27357
7065,RAHWAY,NJ,40.6,-74.28,27346
41018,ERLANGER,KY,39,-84.58,27345
64119,KANSAS CITY,MO,39.09,-94.58,27341
66213,OVERLAND PARK,KS,38.9,-94.68,27322
80817,FOUNTAIN,CO,38.66,-104.69,27311
72015,BENTON,AR,34.56,-92.57,27307
34142,IMMOKALEE,FL,26.41,-81.42,27304
46236,INDIANAPOLIS,IN,39.77,-86.14,27294
48042,MACOMB,MI,42.66,-82.91,27291
45240,CINCINNATI,OH,39.09,-84.51,27286
29680,SIMPSONVILLE,SC,34.73,-82.25,27285
95618,DAVIS,CA,38.53,-121.66,27281
43537,MAUMEE,OH,41.57,-83.65,27276
55014,CIRCLE PINES,MN,45.13,-93.15,27274
11530,GARDEN CITY,NY,40.72,-73.64,27273
76020,AZLE,TX,32.89,-97.53,27270
70802,BATON ROUGE,LA,30.44,-91.12,27267
48708,BAY CITY,MI,43.59,-83.88,27262
46229,INDIANAPOLIS,IN,39.77,-86.14,27262
64012,BELTON,MO,38.81,-94.53,27260
30012,CONYERS,GA,33.66,-84.01,27258
53144,KENOSHA,WI,42.58,-87.85,27256
46804,FORT WAYNE,IN,41.07,-85.13,27245
27870,ROANOKE RAPIDS,NC,36.45,-77.65,27236
11104,SUNNYSIDE,NY,40.74,-73.92,27232
43209,COLUMBUS,OH,39.98,-82.98,27228
23116,MECHANICSVILLE,VA,37.62,-77.35,27228
38106,MEMPHIS,TN,35.1,-90,27222
46750,HUNTINGTON,IN,40.88,-85.5,27221
15217,PITTSBURGH,PA,40.43,-79.97,27220
67501,HUTCHINSON,KS,38.06,-97.91,27212
92860,NORCO,CA,33.93,-117.56,27198
33185,MIAMI,FL,25.77,-80.2,27189
30297,FOREST PARK,GA,33.61,-84.35,27188
95409,SANTA ROSA,CA,38.45,-122.59,27187
90405,SANTA MONICA,CA,34.01,-118.46,27186
98271,MARYSVILLE,WA,48.09,-122.24,27184
94559,NAPA,CA,38.23,-122.29,27184
62901,CARBONDALE,IL,37.72,-89.21,27182
8055,MEDFORD,NJ,39.86,-74.82,27179
60646,CHICAGO,IL,41.83,-87.68,27177
14623,ROCHESTER,NY,43.16,-77.61,27173
11901,RIVERHEAD,NY,40.94,-72.67,27172
94103,SAN FRANCISCO,CA,37.77,-122.41,27170
20175,LEESBURG,VA,39.1,-77.55,27169
93704,FRESNO,CA,36.8,-119.8,27156
31794,TIFTON,GA,31.46,-83.51,27153
94580,SAN LORENZO,CA,37.68,-122.13,27152
93280,WASCO,CA,35.64,-119.44,27152
35020,BESSEMER,AL,33.37,-86.96,27139
53095,WEST BEND,WI,43.42,-88.18,27139
32177,PALATKA,FL,29.64,-81.65,27132
48150,LIVONIA,MI,42.39,-83.37,27127
32003,FLEMING ISLAND,FL,30.16,-81.7,27126
54494,WISCONSIN RAPIDS,WI,44.39,-89.83,27126
43219,COLUMBUS,OH,39.98,-82.98,27123
6705,WATERBURY,CT,41.55,-73.03,27122
55404,MINNEAPOLIS,MN,44.96,-93.26,27121
7631,ENGLEWOOD,NJ,40.89,-73.97,27119
88005,LAS CRUCES,NM,32.33,-106.75,27116
28451,LELAND,NC,34.24,-78,27112
11701,AMITYVILLE,NY,40.66,-73.41,27109
78729,AUSTIN,TX,30.26,-97.74,27108
76201,DENTON,TX,33.21,-97.13,27107
22150,SPRINGFIELD,VA,38.78,-77.17,27105
33803,LAKELAND,FL,28.04,-81.96,27094
94510,BENICIA,CA,38.11,-122.13,27088
93960,SOLEDAD,CA,36.39,-121.3,27080
75702,TYLER,TX,32.32,-95.3,27069
75241,DALLAS,TX,32.79,-96.76,27066
60532,LISLE,IL,41.79,-88.08,27066
47715,EVANSVILLE,IN,37.98,-87.54,27063
80130,LITTLETON,CO,39.54,-104.93,27054
23435,SUFFOLK,VA,36.7,-76.63,27053
7013,CLIFTON,NJ,40.86,-74.15,27051
15044,GIBSONIA,PA,40.63,-79.94,27049
28328,CLINTON,NC,35,-78.33,27042
54303,GREEN BAY,WI,44.52,-87.98,27041
28734,FRANKLIN,NC,35.18,-83.38,27040
45056,OXFORD,OH,39.5,-84.74,27038
55421,MINNEAPOLIS,MN,44.96,-93.26,27035
19119,PHILADELPHIA,PA,39.95,-75.16,27035
77662,VIDOR,TX,30.12,-94,27035
37055,DICKSON,TN,36.07,-87.37,27024
28658,NEWTON,NC,35.66,-81.21,27022
83221,BLACKFOOT,ID,43.27,-112.56,27021
60091,WILMETTE,IL,42.07,-87.72,27020
20721,BOWIE,MD,38.95,-76.73,27016
87106,ALBUQUERQUE,NM,35.11,-106.62,27013
14424,CANANDAIGUA,NY,42.88,-77.28,27007
80129,LITTLETON,CO,39.54,-105,27007
2186,MILTON,MA,42.24,-71.08,27003
34112,NAPLES,FL,26.14,-81.79,27002
10030,NEW YORK,NY,40.71,-73.99,26999
2072,STOUGHTON,MA,42.11,-71.1,26999
29577,MYRTLE BEACH,SC,33.69,-78.89,26996
62650,JACKSONVILLE,IL,39.72,-90.23,26992
77016,HOUSTON,TX,29.76,-95.38,26989
2176,MELROSE,MA,42.45,-71.05,26983
85297,GILBERT,AZ,33.26,-111.71,26979
60087,WAUKEGAN,IL,42.37,-87.86,26978
67207,WICHITA,KS,37.68,-97.34,26978
12205,ALBANY,NY,42.66,-73.79,26977
99352,RICHLAND,WA,46.32,-119.32,26975
98684,VANCOUVER,WA,45.63,-122.52,26968
39452,LUCEDALE,MS,30.92,-88.59,26964
85331,CAVE CREEK,AZ,33.8,-111.93,26960
55378,SAVAGE,MN,44.75,-93.35,26958
6118,EAST HARTFORD,CT,41.76,-72.61,26956
36067,PRATTVILLE,AL,32.46,-86.44,26954
32327,CRAWFORDVILLE,FL,30.17,-84.37,26953
62959,MARION,IL,37.73,-88.94,26948
63109,SAINT LOUIS,MO,38.63,-90.24,26946
98466,TACOMA,WA,47.22,-122.54,26944
80302,BOULDER,CO,40.02,-105.25,26941
76018,ARLINGTON,TX,32.69,-97.12,26938
75230,DALLAS,TX,32.79,-96.76,26934
78746,AUSTIN,TX,30.26,-97.74,26928
60487,TINLEY PARK,IL,41.57,-87.84,26928
42431,MADISONVILLE,KY,37.33,-87.5,26916
48603,SAGINAW,MI,43.41,-83.94,26913
30310,ATLANTA,GA,33.72,-84.42,26912
38114,MEMPHIS,TN,35.1,-90,26905
33144,MIAMI,FL,25.77,-80.2,26903
18052,WHITEHALL,PA,40.63,-75.48,26902
91316,ENCINO,CA,34.15,-118.52,26898
44106,CLEVELAND,OH,41.47,-81.67,26896
30720,DALTON,GA,34.76,-84.97,26895
96753,KIHEI,HI,20.76,-156.45,26892
98037,LYNNWOOD,WA,47.85,-122.28,26889
6776,NEW MILFORD,CT,41.58,-73.4,26889
11001,FLORAL PARK,NY,40.72,-73.7,26883
94131,SAN FRANCISCO,CA,37.74,-122.44,26881
98144,SEATTLE,WA,47.58,-122.3,26881
37664,KINGSPORT,TN,36.52,-82.55,26880
60013,CARY,IL,42.2,-88.24,26872
90061,LOS ANGELES,CA,33.92,-118.27,26872
59404,GREAT FALLS,MT,47.65,-111.38,26867
20007,WASHINGTON,DC,38.89,-77.03,26866
94549,LAFAYETTE,CA,37.9,-122.11,26864
98375,PUYALLUP,WA,47.1,-122.32,26863
93901,SALINAS,CA,36.64,-121.62,26863
44135,CLEVELAND,OH,41.47,-81.67,26861
98382,SEQUIM,WA,48.06,-123.06,26856
91303,CANOGA PARK,CA,34.19,-118.6,26855
92604,IRVINE,CA,33.69,-117.78,26853
22408,FREDERICKSBURG,VA,38.29,-77.48,26851
33441,DEERFIELD BEACH,FL,26.31,-80.12,26838
37379,SODDY DAISY,TN,35.26,-85.17,26835
60077,SKOKIE,IL,42.03,-87.73,26825
92123,SAN DIEGO,CA,32.8,-117.13,26823
35160,TALLADEGA,AL,33.43,-86.09,26822
78750,AUSTIN,TX,30.26,-97.74,26814
16509,ERIE,PA,42.12,-80.08,26810
95370,SONORA,CA,37.98,-120.39,26803
60015,DEERFIELD,IL,42.16,-87.84,26800
41051,INDEPENDENCE,KY,38.95,-84.54,26796
77630,ORANGE,TX,30.1,-93.75,26796
49015,BATTLE CREEK,MI,42.29,-85.22,26782
29801,AIKEN,SC,33.54,-81.72,26778
94518,CONCORD,CA,37.95,-122.02,26778
32809,ORLANDO,FL,28.5,-81.37,26773
47591,VINCENNES,IN,38.67,-87.51,26770
36535,FOLEY,AL,30.4,-87.68,26767
7621,BERGENFIELD,NJ,40.92,-73.99,26761
28001,ALBEMARLE,NC,35.36,-80.19,26760
32258,JACKSONVILLE,FL,30.33,-81.65,26759
80907,COLORADO SPRINGS,CO,38.86,-104.76,26758
24501,LYNCHBURG,VA,37.4,-79.19,26757
85257,SCOTTSDALE,AZ,33.46,-111.92,26755
55429,MINNEAPOLIS,MN,44.96,-93.26,26751
7920,BASKING RIDGE,NJ,40.67,-74.56,26747
66441,JUNCTION CITY,KS,39.02,-96.84,26746
46074,WESTFIELD,IN,40.04,-86.13,26745
2760,NORTH ATTLEBORO,MA,41.97,-71.33,26739
44460,SALEM,OH,40.9,-80.85,26732
98021,BOTHELL,WA,47.79,-122.2,26722
49509,WYOMING,MI,42.96,-85.65,26720
77038,HOUSTON,TX,29.76,-95.38,26713
32904,MELBOURNE,FL,28.08,-80.6,26710
21146,SEVERNA PARK,MD,39.08,-76.57,26705
63118,SAINT LOUIS,MO,38.63,-90.24,26704
6851,NORWALK,CT,41.09,-73.42,26703
33028,PEMBROKE PINES,FL,26,-80.34,26696
3062,NASHUA,NH,42.74,-71.49,26694
48306,ROCHESTER,MI,42.68,-83.12,26691
78727,AUSTIN,TX,30.26,-97.74,26689
1108,SPRINGFIELD,MA,42.11,-72.53,26688
30534,DAWSONVILLE,GA,34.42,-84.11,26685
54911,APPLETON,WI,44.26,-88.39,26674
90249,GARDENA,CA,33.89,-118.31,26669
76092,SOUTHLAKE,TX,32.95,-97.14,26669
6109,WETHERSFIELD,CT,41.7,-72.67,26668
1906,SAUGUS,MA,42.46,-71.01,26660
6880,WESTPORT,CT,41.12,-73.34,26647
11570,ROCKVILLE CENTRE,NY,40.66,-73.63,26646
7206,ELIZABETHPORT,NJ,40.66,-74.19,26636
48906,LANSING,MI,42.7,-84.55,26634
83705,BOISE,ID,43.56,-116.21,26631
60538,MONTGOMERY,IL,41.72,-88.34,26619
16823,BELLEFONTE,PA,40.91,-77.76,26617
48317,UTICA,MI,42.62,-83.02,26610
63121,SAINT LOUIS,MO,38.63,-90.24,26602
75119,ENNIS,TX,32.33,-96.62,26601
94107,SAN FRANCISCO,CA,37.76,-122.39,26599
11967,SHIRLEY,NY,40.79,-72.87,26583
67037,DERBY,KS,37.54,-97.25,26577
2324,BRIDGEWATER,MA,41.98,-70.97,26563
48315,UTICA,MI,42.62,-83.02,26563
73107,OKLAHOMA CITY,OK,35.46,-97.51,26561
33470,LOXAHATCHEE,FL,26.78,-80.43,26551
80922,COLORADO SPRINGS,CO,38.86,-104.76,26549
74105,TULSA,OK,36.12,-95.91,26547
51106,SIOUX CITY,IA,42.5,-96.39,26544
12804,QUEENSBURY,NY,43.34,-73.67,26540
84044,MAGNA,UT,40.7,-112.08,26524
46815,FORT WAYNE,IN,41.07,-85.13,26522
38506,COOKEVILLE,TN,36.15,-85.5,26521
70363,HOUMA,LA,29.57,-90.7,26513
95961,OLIVEHURST,CA,39.08,-121.55,26510
84414,OGDEN,UT,41.31,-111.96,26507
24019,ROANOKE,VA,37.27,-79.95,26502
70517,BREAUX BRIDGE,LA,30.27,-91.9,26500
2118,BOSTON,MA,42.35,-71.06,26498
48433,FLUSHING,MI,43.06,-83.84,26497
32533,CANTONMENT,FL,30.6,-87.34,26493
70123,NEW ORLEANS,LA,30.06,-89.93,26475
30030,DECATUR,GA,33.77,-84.29,26473
86409,KINGMAN,AZ,35.24,-114.01,26471
48161,MONROE,MI,41.91,-83.38,26470
94306,PALO ALTO,CA,37.41,-122.13,26469
21209,BALTIMORE,MD,39.3,-76.61,26465
40258,LOUISVILLE,KY,38.22,-85.74,26465
33067,POMPANO BEACH,FL,26.23,-80.13,26458
49006,KALAMAZOO,MI,42.27,-85.58,26455
20003,WASHINGTON,DC,38.89,-77.03,26454
45042,MIDDLETOWN,OH,39.5,-84.37,26451
60142,HUNTLEY,IL,42.16,-88.42,26447
33705,SAINT PETERSBURG,FL,27.75,-82.64,26435
48116,BRIGHTON,MI,42.53,-83.78,26432
73132,OKLAHOMA CITY,OK,35.46,-97.51,26432
63052,IMPERIAL,MO,38.36,-90.37,26431
70360,HOUMA,LA,29.57,-90.7,26429
43606,TOLEDO,OH,41.66,-83.58,26429
54449,MARSHFIELD,WI,44.66,-90.17,26418
37174,SPRING HILL,TN,35.74,-86.92,26418
7112,NEWARK,NJ,40.72,-74.17,26417
63028,FESTUS,MO,38.22,-90.4,26413
27302,MEBANE,NC,36.09,-79.27,26412
55419,MINNEAPOLIS,MN,44.96,-93.26,26406
39046,CANTON,MS,32.61,-90.03,26398
46221,INDIANAPOLIS,IN,39.77,-86.14,26393
18045,EASTON,PA,40.68,-75.22,26391
75766,JACKSONVILLE,TX,31.96,-95.26,26388
28379,ROCKINGHAM,NC,34.93,-79.76,26388
78410,CORPUS CHRISTI,TX,27.8,-97.39,26387
20715,BOWIE,MD,38.95,-76.73,26382
80026,LAFAYETTE,CO,39.99,-105.09,26378
21223,BALTIMORE,MD,39.3,-76.61,26366
68901,HASTINGS,NE,40.58,-98.39,26354
21075,ELKRIDGE,MD,39.2,-76.75,26344
76548,HARKER HEIGHTS,TX,31.06,-97.65,26344
1923,DANVERS,MA,42.57,-70.95,26342
7652,PARAMUS,NJ,40.94,-74.07,26342
76140,FORT WORTH,TX,32.75,-97.33,26340
10541,MAHOPAC,NY,41.36,-73.74,26339
7675,WESTWOOD,NJ,40.98,-74.03,26339
10303,STATEN ISLAND,NY,40.58,-74.14,26337
63640,FARMINGTON,MO,37.78,-90.42,26335
55904,ROCHESTER,MN,44.01,-92.47,26332
29405,NORTH CHARLESTON,SC,32.78,-79.99,26328
58078,WEST FARGO,ND,46.87,-96.89,26321
92120,SAN DIEGO,CA,32.79,-117.06,26317
45431,DAYTON,OH,39.77,-84.19,26315
2474,ARLINGTON,MA,42.41,-71.16,26312
33406,WEST PALM BEACH,FL,26.74,-80.12,26312
28112,MONROE,NC,34.98,-80.54,26311
53220,MILWAUKEE,WI,43.06,-87.96,26303
22802,HARRISONBURG,VA,38.43,-78.87,26293
2721,FALL RIVER,MA,41.71,-71.1,26290
7860,NEWTON,NJ,41.05,-74.75,26288
75204,DALLAS,TX,32.79,-96.76,26279
6514,HAMDEN,CT,41.37,-72.9,26265
7201,ELIZABETH,NJ,40.66,-74.19,26263
85340,LITCHFIELD PARK,AZ,33.51,-112.36,26262
4901,WATERVILLE,ME,44.56,-69.55,26248
55811,DULUTH,MN,46.78,-92.11,26246
68502,LINCOLN,NE,40.81,-96.68,26238
94133,SAN FRANCISCO,CA,37.8,-122.41,26237
35211,BIRMINGHAM,AL,33.52,-86.79,26236
77532,CROSBY,TX,29.91,-95.05,26236
29649,GREENWOOD,SC,34.19,-82.15,26235
92227,BRAWLEY,CA,33.02,-115.45,26234
53189,WAUKESHA,WI,43.01,-88.23,26228
35007,ALABASTER,AL,33.22,-86.82,26225
7424,LITTLE FALLS,NJ,40.87,-74.21,26222
1605,WORCESTER,MA,42.26,-71.8,26221
98685,VANCOUVER,WA,45.7,-122.69,26217
92411,SAN BERNARDINO,CA,34.12,-117.32,26214
34606,SPRING HILL,FL,28.44,-82.56,26208
22315,ALEXANDRIA,VA,38.82,-77.08,26202
20705,BELTSVILLE,MD,39.03,-76.92,26188
91724,COVINA,CA,34.07,-117.84,26184
92262,PALM SPRINGS,CA,33.85,-116.56,26179
90303,INGLEWOOD,CA,33.93,-118.33,26176
48108,ANN ARBOR,MI,42.27,-83.73,26164
72903,FORT SMITH,AR,35.36,-94.38,26148
11414,HOWARD BEACH,NY,40.66,-73.84,26148
34120,NAPLES,FL,26.14,-81.79,26147
33755,CLEARWATER,FL,27.97,-82.76,26146
98027,ISSAQUAH,WA,47.5,-122,26141
77025,HOUSTON,TX,29.76,-95.38,26137
34689,TARPON SPRINGS,FL,28.14,-82.78,26132
2215,BOSTON,MA,42.35,-71.06,26125
38117,MEMPHIS,TN,35.1,-90,26125
77345,KINGWOOD,TX,29.99,-95.26,26122
10075,NEW YORK,NY,40.77,-73.95,26121
76240,GAINESVILLE,TX,33.63,-97.15,26120
34243,SARASOTA,FL,27.33,-82.54,26115
37931,KNOXVILLE,TN,35.97,-83.94,26109
33130,MIAMI,FL,25.77,-80.2,26108
80923,COLORADO SPRINGS,CO,38.86,-104.76,26105
46528,GOSHEN,IN,41.57,-85.83,26104
4330,AUGUSTA,ME,44.33,-69.72,26086
93212,CORCORAN,CA,36.07,-119.53,26079
91010,DUARTE,CA,34.13,-117.94,26074
83402,IDAHO FALLS,ID,43.52,-112.27,26069
72301,WEST MEMPHIS,AR,35.14,-90.18,26069
38637,HORN LAKE,MS,34.95,-90.03,26066
19133,PHILADELPHIA,PA,39.95,-75.16,26063
60445,MIDLOTHIAN,IL,41.62,-87.72,26057
60467,ORLAND PARK,IL,41.61,-87.85,26046
77021,HOUSTON,TX,29.76,-95.38,26042
40505,LEXINGTON,KY,38.04,-84.45,26040
79905,EL PASO,TX,31.84,-106.43,26036
11553,UNIONDALE,NY,40.7,-73.59,26034
55123,SAINT PAUL,MN,44.94,-93.1,26030
11795,WEST ISLIP,NY,40.7,-73.29,26030
64152,KANSAS CITY,MO,39.09,-94.58,26024
33709,SAINT PETERSBURG,FL,27.75,-82.64,26023
53213,MILWAUKEE,WI,43.06,-87.96,26020
47712,EVANSVILLE,IN,37.98,-87.54,26012
70403,HAMMOND,LA,30.5,-90.46,26011
97086,HAPPY VALLEY,OR,45.44,-122.52,26010
44483,WARREN,OH,41.23,-80.81,26006
78626,GEORGETOWN,TX,30.64,-97.68,25996
94002,BELMONT,CA,37.5,-122.3,25992
90746,CARSON,CA,33.86,-118.25,25990
56303,SAINT CLOUD,MN,45.55,-94.17,25984
2121,DORCHESTER,MA,42.35,-71.06,25978
34472,OCALA,FL,29.18,-82.13,25968
19053,FEASTERVILLE TREVOSE,PA,40.14,-74.98,25966
88012,LAS CRUCES,NM,32.33,-106.75,25961
60544,PLAINFIELD,IL,41.61,-88.2,25959
66049,LAWRENCE,KS,38.96,-95.25,25957
35811,HUNTSVILLE,AL,34.7,-86.62,25955
15210,PITTSBURGH,PA,40.43,-79.97,25954
91784,UPLAND,CA,34.14,-117.65,25938
80234,DENVER,CO,39.76,-104.87,25937
85395,GOODYEAR,AZ,33.47,-112.39,25922
33781,PINELLAS PARK,FL,27.85,-82.7,25922
98146,SEATTLE,WA,47.49,-122.36,25922
76107,FORT WORTH,TX,32.75,-97.33,25917
28681,TAYLORSVILLE,NC,35.92,-81.17,25910
75181,MESQUITE,TX,32.76,-96.59,25908
30082,SMYRNA,GA,33.86,-84.51,25905
57104,SIOUX FALLS,SD,43.54,-96.73,25901
95834,SACRAMENTO,CA,38.64,-121.54,25899
28086,KINGS MOUNTAIN,NC,35.24,-81.34,25895
7430,MAHWAH,NJ,41.08,-74.18,25890
45429,DAYTON,OH,39.77,-84.19,25885
85304,GLENDALE,AZ,33.59,-112.17,25883
48192,WYANDOTTE,MI,42.21,-83.15,25883
82604,CASPER,WY,42.83,-106.32,25882
98311,BREMERTON,WA,47.63,-122.63,25880
90240,DOWNEY,CA,33.95,-118.12,25876
94062,REDWOOD CITY,CA,37.4,-122.29,25876
68135,OMAHA,NE,41.26,-96.01,25875
41011,COVINGTON,KY,39.08,-84.5,25872
83843,MOSCOW,ID,46.71,-116.91,25866
2132,WEST ROXBURY,MA,42.28,-71.16,25861
73012,EDMOND,OK,35.65,-97.52,25851
84078,VERNAL,UT,40.55,-109.57,25851
91364,WOODLAND HILLS,CA,34.15,-118.6,25851
34684,PALM HARBOR,FL,28.08,-82.76,25847
36609,MOBILE,AL,30.68,-88.04,25846
53406,RACINE,WI,42.72,-87.8,25845
30296,RIVERDALE,GA,33.56,-84.4,25840
27028,MOCKSVILLE,NC,35.89,-80.55,25839
20112,MANASSAS,VA,38.74,-77.48,25833
91741,GLENDORA,CA,34.14,-117.85,25824
23236,RICHMOND,VA,37.55,-77.46,25822
23507,NORFOLK,VA,36.84,-76.28,25818
94598,WALNUT CREEK,CA,37.91,-122.01,25818
47203,COLUMBUS,IN,39.21,-85.91,25806
33168,MIAMI,FL,25.77,-80.2,25792
90602,WHITTIER,CA,33.97,-118.01,25777
99577,EAGLE RIVER,AK,61.21,-149.25,25771
77365,PORTER,TX,30.1,-95.29,25769
89106,LAS VEGAS,NV,36.18,-115.17,25759
92629,DANA POINT,CA,33.47,-117.7,25756
17315,DOVER,PA,40,-76.84,25756
34119,NAPLES,FL,26.14,-81.79,25756
74006,BARTLESVILLE,OK,36.73,-95.94,25750
37716,CLINTON,TN,36.09,-84.13,25749
98074,SAMMAMISH,WA,47.62,-122.02,25748
60061,VERNON HILLS,IL,42.23,-87.96,25748
85006,PHOENIX,AZ,33.46,-112.05,25742
23703,PORTSMOUTH,VA,36.83,-76.29,25739
74137,TULSA,OK,36.12,-95.91,25737
85050,PHOENIX,AZ,33.69,-112,25736
58503,BISMARCK,ND,46.91,-100.75,25734
54952,MENASHA,WI,44.21,-88.43,25729
33579,RIVERVIEW,FL,27.79,-82.29,25723
91932,IMPERIAL BEACH,CA,32.57,-117.11,25718
89521,RENO,NV,39.38,-119.67,25716
48505,FLINT,MI,43.02,-83.69,25710
91302,CALABASAS,CA,34.11,-118.67,25709
40502,LEXINGTON,KY,38.04,-84.45,25709
53225,MILWAUKEE,WI,43.06,-87.96,25706
6074,SOUTH WINDSOR,CT,41.81,-72.61,25705
76401,STEPHENVILLE,TX,32.21,-98.21,25702
33069,POMPANO BEACH,FL,26.23,-80.13,25700
37206,NASHVILLE,TN,36.17,-86.78,25699
76012,ARLINGTON,TX,32.69,-97.12,25689
29617,GREENVILLE,SC,34.83,-82.37,25685
48092,WARREN,MI,42.49,-83.02,25680
44108,CLEVELAND,OH,41.47,-81.67,25679
22556,STAFFORD,VA,38.42,-77.4,25675
77071,HOUSTON,TX,29.76,-95.38,25671
30904,AUGUSTA,GA,33.45,-81.99,25666
40504,LEXINGTON,KY,38.04,-84.45,25655
46628,SOUTH BEND,IN,41.67,-86.26,25650
54751,MENOMONIE,WI,44.88,-91.91,25642
28352,LAURINBURG,NC,34.76,-79.47,25641
12306,SCHENECTADY,NY,42.8,-73.92,25636
16510,ERIE,PA,42.12,-80.08,25625
72206,LITTLE ROCK,AR,34.72,-92.35,25624
80304,BOULDER,CO,40.02,-105.25,25623
39056,CLINTON,MS,32.33,-90.33,25621
91030,SOUTH PASADENA,CA,34.11,-118.15,25616
23834,COLONIAL HEIGHTS,VA,37.26,-77.39,25612
44136,STRONGSVILLE,OH,41.31,-81.83,25608
92203,INDIO,CA,33.75,-116.23,25605
44903,MANSFIELD,OH,40.76,-82.52,25602
7042,MONTCLAIR,NJ,40.82,-74.21,25599
37355,MANCHESTER,TN,35.46,-86.08,25596
61920,CHARLESTON,IL,39.48,-88.17,25594
94704,BERKELEY,CA,37.86,-122.25,25592
10512,CARMEL,NY,41.41,-73.68,25590
37743,GREENEVILLE,TN,36.16,-82.81,25588
32583,MILTON,FL,30.63,-87.04,25586
89512,RENO,NV,39.55,-119.8,25574
33618,TAMPA,FL,27.95,-82.48,25570
60175,SAINT CHARLES,IL,41.92,-88.3,25564
77018,HOUSTON,TX,29.76,-95.38,25563
2126,MATTAPAN,MA,42.26,-71.1,25562
70607,LAKE CHARLES,LA,30.21,-93.2,25560
80005,ARVADA,CO,39.82,-105.1,25553
76801,BROWNWOOD,TX,31.72,-98.97,25552
20708,LAUREL,MD,39.09,-76.85,25546
81004,PUEBLO,CO,38.27,-104.62,25540
19468,ROYERSFORD,PA,40.18,-75.53,25536
77005,HOUSTON,TX,29.76,-95.38,25528
20876,GERMANTOWN,MD,39.17,-77.26,25496
55318,CHASKA,MN,44.82,-93.6,25493
88201,ROSWELL,NM,33.37,-104.52,25490
91301,AGOURA HILLS,CA,34.12,-118.76,25488
33563,PLANT CITY,FL,28.01,-82.14,25488
48336,FARMINGTON,MI,42.46,-83.37,25486
11101,LONG ISLAND CITY,NY,40.74,-73.93,25484
3054,MERRIMACK,NH,42.86,-71.48,25477
35803,HUNTSVILLE,AL,34.7,-86.62,25471
77020,HOUSTON,TX,29.76,-95.38,25464
37303,ATHENS,TN,35.45,-84.6,25461
27012,CLEMMONS,NC,36.02,-80.38,25461
60406,BLUE ISLAND,IL,41.65,-87.68,25460
91945,LEMON GROVE,CA,32.73,-117.03,25460
37849,POWELL,TN,36.03,-84.02,25459
90710,HARBOR CITY,CA,33.79,-118.29,25457
80247,DENVER,CO,39.69,-104.88,25449
74011,BROKEN ARROW,OK,36.03,-95.78,25448
2145,SOMERVILLE,MA,42.39,-71.1,25439
45420,DAYTON,OH,39.77,-84.19,25438
35023,BESSEMER,AL,33.43,-86.99,25436
49048,KALAMAZOO,MI,42.24,-85.48,25432
60160,MELROSE PARK,IL,41.9,-87.86,25432
2050,MARSHFIELD,MA,42.09,-70.7,25429
68116,OMAHA,NE,41.26,-96.01,25429
49428,JENISON,MI,42.9,-85.82,25420
89434,SPARKS,NV,39.53,-119.41,25416
92868,ORANGE,CA,33.78,-117.86,25404
48316,UTICA,MI,42.62,-83.02,25404
90064,LOS ANGELES,CA,34.03,-118.43,25403
66104,KANSAS CITY,KS,39.1,-94.62,25401
95133,SAN JOSE,CA,37.37,-121.86,25401
95354,MODESTO,CA,37.63,-120.97,25394
95242,LODI,CA,38.13,-121.39,25393
